2006,Alameda,1
2006,Butte,4
2006,Butte,1
2006,Butte,10
2006,Butte,2
2006,Butte,8
2006,Butte,3
2006,Butte,2
2006,Butte,1
2006,Colusa,1
2006,Colusa,1
2006,Colusa,1
2006,Contra Costa,3
2006,Contra Costa,1
2006,Contra Costa,1
2006,Contra Costa,1
2006,Contra Costa,1
2006,Contra Costa,1
2006,El Dorado,1
2006,El Dorado,1
2006,Fresno,1
2006,Fresno,3
2006,Fresno,1
2006,Fresno,2
2006,Fresno,1
2006,Fresno,1
2006,Fresno,1
2006,Fresno,1
2006,Glenn,2
2006,Glenn,1
2006,Glenn,3
2006,Glenn,2
2006,Glenn,1
2006,Glenn,3
2006,Imperial,1
2006,Kern,1
2006,Kern,1
2006,Kern,8
2006,Kern,1
2006,Kern,6
2006,Kern,3
2006,Kern,5
2006,Kern,5
2006,Kern,2
2006,Kern,6
2006,Kern,3
2006,Kern,4
2006,Kern,2
2006,Kern,1
2006,Kern,1
2006,Kings,1
2006,Lake,1
2006,Lake,1
2006,Los Angeles,1
2006,Los Angeles,1
2006,Los Angeles,1
2006,Los Angeles,2
2006,Los Angeles,3
2006,Los Angeles,1
2006,Los Angeles,2
2006,Los Angeles,1
2006,Marin,1
2006,Merced,1
2006,Merced,1
2006,Merced,1
2006,Merced,1
2006,Modoc,1
2006,Modoc,1
2006,Mono,1
2006,Napa,1
2006,Nevada,1
2006,Orange,2
2006,Orange,1
2006,Orange,2
2006,Orange,1
2006,Placer,1
2006,Placer,1
2006,Placer,2
2006,Placer,2
2006,Placer,1
2006,Placer,1
2006,Riverside,1
2006,Riverside,2
2006,Riverside,1
2006,Sacramento,1
2006,Sacramento,1
2006,Sacramento,2
2006,Sacramento,1
2006,Sacramento,2
2006,Sacramento,3
2006,Sacramento,1
2006,Sacramento,2
2006,Sacramento,1
2006,Sacramento,1
2006,San Bernardino,1
2006,San Bernardino,2
2006,San Diego,1
2006,San Joaquin,1
2006,San Joaquin,2
2006,San Joaquin,2
2006,San Joaquin,2
2006,San Joaquin,1
2006,San Luis Obispo,1
2006,Santa Clara,1
2006,Santa Clara,2
2006,Santa Clara,1
2006,Santa Clara,1
2006,Shasta,1
2006,Shasta,1
2006,Shasta,1
2006,Shasta,1
2006,Solano,2
2006,Solano,4
2006,Stanislaus,1
2006,Stanislaus,2
2006,Stanislaus,1
2006,Stanislaus,2
2006,Stanislaus,1
2006,Stanislaus,2
2006,Stanislaus,1
2006,Stanislaus,1
2006,Sutter,1
2006,Sutter,2
2006,Sutter,3
2006,Sutter,3
2006,Sutter,2
2006,Sutter,1
2006,Tehama,2
2006,Tehama,1
2006,Tulare,3
2006,Tulare,1
2006,Tulare,1
2006,Tulare,2
2006,Tulare,1
2006,Ventura,1
2006,Ventura,2
2006,Yolo,2
2006,Yolo,1
2006,Yolo,5
2006,Yolo,7
2006,Yolo,4
2006,Yolo,2
2006,Yolo,1
2006,Yolo,3
2006,Yolo,1
2006,Yuba,3
2006,Yuba,2
2007,Butte,2
2007,Butte,4
2007,Butte,1
2007,Butte,1
2007,Butte,2
2007,Butte,1
2007,Butte,5
2007,Colusa,1
2007,Colusa,1
2007,Contra Costa,1
2007,Contra Costa,1
2007,Contra Costa,1
2007,Fresno,2
2007,Fresno,3
2007,Fresno,2
2007,Fresno,1
2007,Fresno,1
2007,Fresno,1
2007,Fresno,1
2007,Fresno,1
2007,Fresno,2
2007,Fresno,2
2007,Fresno,1
2007,Glenn,1
2007,Glenn,1
2007,Glenn,2
2007,Glenn,1
2007,Glenn,2
2007,Imperial,1
2007,Imperial,1
2007,Imperial,1
2007,Kern,1
2007,Kern,1
2007,Kern,2
2007,Kern,5
2007,Kern,14
2007,Kern,6
2007,Kern,10
2007,Kern,10
2007,Kern,16
2007,Kern,14
2007,Kern,13
2007,Kern,9
2007,Kern,7
2007,Kern,8
2007,Kern,2
2007,Kern,8
2007,Kern,6
2007,Kern,2
2007,Kern,2
2007,Kern,2
2007,Kern,1
2007,Kern,1
2007,Kings,1
2007,Kings,1
2007,Kings,1
2007,Kings,2
2007,Kings,2
2007,Los Angeles,1
2007,Los Angeles,3
2007,Los Angeles,2
2007,Los Angeles,2
2007,Los Angeles,5
2007,Los Angeles,11
2007,Los Angeles,6
2007,Los Angeles,5
2007,Los Angeles,1
2007,Madera,1
2007,Madera,1
2007,Mendocino,1
2007,Mendocino,1
2007,Merced,1
2007,Merced,2
2007,Merced,1
2007,Napa,1
2007,Orange,2
2007,Orange,1
2007,Orange,4
2007,Orange,1
2007,Orange,1
2007,Placer,2
2007,Placer,1
2007,Placer,1
2007,Riverside,1
2007,Riverside,6
2007,Riverside,2
2007,Riverside,1
2007,Riverside,4
2007,Riverside,1
2007,Riverside,1
2007,Riverside,1
2007,Sacramento,1
2007,Sacramento,2
2007,Sacramento,4
2007,Sacramento,3
2007,Sacramento,3
2007,Sacramento,1
2007,Sacramento,2
2007,Sacramento,3
2007,Sacramento,3
2007,Sacramento,2
2007,Sacramento,1
2007,San Bernardino,1
2007,San Bernardino,1
2007,San Bernardino,1
2007,San Bernardino,1
2007,San Diego,2
2007,San Diego,2
2007,San Diego,4
2007,San Diego,6
2007,San Diego,1
2007,San Joaquin,1
2007,San Joaquin,1
2007,San Joaquin,1
2007,San Joaquin,1
2007,San Joaquin,2
2007,San Joaquin,4
2007,Santa Clara,1
2007,Santa Clara,1
2007,Santa Clara,2
2007,Shasta,1
2007,Shasta,1
2007,Shasta,2
2007,Shasta,2
2007,Shasta,1
2007,Shasta,1
2007,Shasta,1
2007,Solano,1
2007,Sonoma,1
2007,Stanislaus,1
2007,Stanislaus,1
2007,Stanislaus,2
2007,Stanislaus,2
2007,Stanislaus,4
2007,Stanislaus,1
2007,Stanislaus,1
2007,Stanislaus,1
2007,Stanislaus,3
2007,Stanislaus,1
2007,Stanislaus,1
2007,Stanislaus,1
2007,Stanislaus,1
2007,Stanislaus,1
2007,Sutter,1
2007,Sutter,1
2007,Sutter,1
2007,Tehama,3
2007,Tehama,1
2007,Tulare,7
2007,Tulare,3
2007,Ventura,1
2007,Yolo,1
2007,Yolo,1
2008,Alameda,1
2008,Butte,1
2008,Butte,1
2008,Butte,2
2008,Butte,1
2008,Butte,1
2008,Calaveras,1
2008,Colusa,1
2008,Contra Costa,1
2008,Contra Costa,1
2008,Contra Costa,2
2008,El Dorado,1
2008,Fresno,1
2008,Fresno,1
2008,Fresno,1
2008,Glenn,1
2008,Kern,1
2008,Kern,1
2008,Kings,1
2008,Kings,1
2008,Los Angeles,3
2008,Los Angeles,8
2008,Los Angeles,5
2008,Los Angeles,9
2008,Los Angeles,8
2008,Los Angeles,6
2008,Los Angeles,14
2008,Los Angeles,21
2008,Los Angeles,14
2008,Los Angeles,23
2008,Los Angeles,8
2008,Los Angeles,4
2008,Los Angeles,13
2008,Los Angeles,5
2008,Los Angeles,4
2008,Los Angeles,4
2008,Los Angeles,1
2008,Los Angeles,6
2008,Merced,1
2008,Orange,2
2008,Orange,7
2008,Orange,3
2008,Orange,2
2008,Orange,7
2008,Orange,13
2008,Orange,7
2008,Orange,4
2008,Orange,8
2008,Orange,7
2008,Orange,1
2008,Orange,2
2008,Orange,2
2008,Orange,1
2008,Orange,2
2008,Orange,2
2008,Orange,1
2008,Placer,2
2008,Placer,2
2008,Placer,1
2008,Placer,1
2008,Riverside,9
2008,Riverside,4
2008,Riverside,6
2008,Riverside,4
2008,Riverside,4
2008,Riverside,9
2008,Riverside,4
2008,Riverside,3
2008,Riverside,5
2008,Riverside,2
2008,Riverside,2
2008,Riverside,2
2008,Riverside,1
2008,Riverside,3
2008,Riverside,2
2008,Riverside,1
2008,Riverside,1
2008,Sacramento,2
2008,Sacramento,1
2008,Sacramento,1
2008,Sacramento,1
2008,Sacramento,2
2008,Sacramento,1
2008,Sacramento,2
2008,Sacramento,3
2008,San Bernardino,2
2008,San Bernardino,1
2008,San Bernardino,2
2008,San Bernardino,5
2008,San Bernardino,2
2008,San Bernardino,6
2008,San Bernardino,3
2008,San Bernardino,3
2008,San Bernardino,1
2008,San Bernardino,2
2008,San Bernardino,1
2008,San Bernardino,8
2008,San Diego,1
2008,San Diego,2
2008,San Diego,1
2008,San Diego,1
2008,San Diego,4
2008,San Diego,1
2008,San Diego,1
2008,San Diego,2
2008,San Diego,4
2008,San Diego,4
2008,San Diego,1
2008,San Diego,2
2008,San Diego,1
2008,San Diego,10
2008,San Joaquin,1
2008,San Joaquin,1
2008,San Joaquin,3
2008,San Joaquin,1
2008,San Joaquin,2
2008,San Joaquin,1
2008,San Joaquin,1
2008,San Joaquin,1
2008,San Joaquin,1
2008,Santa Barbara,1
2008,Santa Clara,1
2008,Shasta,1
2008,Solano,1
2008,Stanislaus,2
2008,Stanislaus,1
2008,Stanislaus,1
2008,Stanislaus,1
2008,Stanislaus,2
2008,Stanislaus,3
2008,Stanislaus,1
2008,Stanislaus,2
2008,Stanislaus,3
2008,Stanislaus,1
2008,Tehama,1
2008,Tehama,3
2008,Tulare,1
2008,Tulare,1
2008,Tulare,2
2008,Tulare,1
2008,Yolo,1
2009,Butte,1
2009,Butte,1
2009,Contra Costa,1
2009,Contra Costa,4
2009,El Dorado,1
2009,Fresno,1
2009,Fresno,2
2009,Fresno,2
2009,Fresno,2
2009,Fresno,2
2009,Fresno,3
2009,Fresno,1
2009,Kern,2
2009,Kern,1
2009,Kern,1
2009,Kern,4
2009,Kern,2
2009,Kern,1
2009,Kern,1
2009,Kern,3
2009,Kern,1
2009,Kern,2
2009,Kern,1
2009,Kings,1
